"Table S1: Strains included in the study and where they can be accessed
Columns: 
'Strain': species and strain name; 
'Included in comparative genomics analysis': Indicates whether the strain was included in the comparative genomic analysis (See Methods), 
'Biosample Accession (sequenced for this study)': NCBI Accessionnumber of strains sequenced for this study, short reads acquired on the Ilumina MiSeq platform as well as long reads acquired on the PacBio Sequel platform can be accessed here; 
'Genebank Accessionnumber ': NCBI Accessionnumber of the genome assemblies, sequenced for this study; 
'PacBio reads available (sequenced for this study)':Indicated whether this strain was sequenced on a PacBio Sequel platform in the course of this study;
'Genebank Accessionnumber  (previously available)': NCBI accessionnumber of publicly available assemblies included in this study
'SRA Accessionnumber  (previously available)': NCBI accessionnumber of publicly reads assemblies included in this study ",,,,,,,
Strain,Included in comperative genomics analysis,Biosample Accession (sequenced for this study),Genebank Accessionnumber ,PacBio reads available (sequenced for this study),Genebank Accessionnumber (previously available),SRA accessionnumer (previously available),
Klebsiella_pneumoniae_VRCO0291,FALSE, , , ,GCF_900174235,,
Klebsiella_pneumoniae_VRCO0363,FALSE, , , ,GCF_900174245,,
Klebsiella_pneumoniae_VRCO0359,FALSE, , , ,GCF_900174255,,
Klebsiella_pneumoniae_VRCO0423,FALSE, , , ,GCF_900174265,,
Klebsiella_pneumoniae_VRCO0424,FALSE, , , ,GCF_900174275,,
Klebsiella_pneumoniae_VRCO0425,FALSE, , , ,GCF_900174285,,
Klebsiella_pneumoniae_VRCO0451,FALSE, , , ,GCF_900174295,,
Klebsiella_pneumoniae_VRCO0432,FALSE, , , ,GCF_900174305,,
Klebsiella_pneumoniae_VRCO0392,FALSE, , , ,GCF_900174315,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0463,FALSE, , , ,GCF_900174325,,
Klebsiella_pneumoniae_VRCO0293,FALSE, , , ,GCF_900174335,,
Klebsiella_variicola_VRCO0296,FALSE, , , ,GCF_900174345,,
Klebsiella_variicola_VRCO0298,FALSE, , , ,GCF_900174355,,
Klebsiella_pneumoniae_VRCO0339,FALSE, , , ,GCF_900174365,,
Klebsiella_variicola_VRCO0300,FALSE, , , ,GCF_900174375,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0334,FALSE, , , ,GCF_900174385,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0336,TRUE, , , ,GCF_900174395,,
Klebsiella_pneumoniae_VRCO0331,FALSE, , , ,GCF_900174405,,
Klebsiella_pneumoniae_VRCO0343,FALSE, , , ,GCF_900174415,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_VRCO0335,FALSE, , , ,GCF_900174425,,
Klebsiella_pneumoniae_KP5M,FALSE, , , ,GCF_900174435,,
Klebsiella_pneumoniae_VRES0978,FALSE, , , ,GCF_900175095,,
Klebsiella_variicola_VRCO0037,TRUE, , , ,GCF_900175105,,
Klebsiella_pneumoniae_VRCO0473,FALSE, , , ,GCF_900175115,,
Klebsiella_pneumoniae_VRES0976,FALSE, , , ,GCF_900175125,,
Klebsiella_quasipneumoniae-subsp-quasipneumoniae_NFIX52,FALSE, , , ,GCF_900176555,,
Klebsiella_pneumoniae_KP4898,FALSE, , , ,GCF_900176585,,
Klebsiella_pneumoniae_KP04M,FALSE, , , ,GCF_900176825,,
Klebsiella_pneumoniae_KP02M,FALSE, , , ,GCF_900176855,,
Klebsiella_pneumoniae_Kp03-M,FALSE, , , ,GCF_900176905,,
Klebsiella_pneumoniae_KP06M,FALSE, , , ,GCF_900177035,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864735,FALSE, , , ,GCF_900180485,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864741,FALSE, , , ,GCF_900180495,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864842,FALSE, , , ,GCF_900180505,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864852,FALSE, , , ,GCF_900180515,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864742,FALSE, , , ,GCF_900180525,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864832,FALSE, , , ,GCF_900180535,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864737,FALSE, , , ,GCF_900180545,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864843,FALSE, , , ,GCF_900180555,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864929,FALSE, , , ,GCF_900180565,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864845,FALSE, , , ,GCF_900180575,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864933,FALSE, , , ,GCF_900180585,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864748,FALSE, , , ,GCF_900180595,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864851,FALSE, , , ,GCF_900180605,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864837,FALSE, , , ,GCF_900180615,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864846,FALSE, , , ,GCF_900180625,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864936,FALSE, , , ,GCF_900180635,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864850,FALSE, , , ,GCF_900180645,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864753,FALSE, , , ,GCF_900180655,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864749,FALSE, , , ,GCF_900180665,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864740,FALSE, , , ,GCF_900180675,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864941,FALSE, , , ,GCF_900180685,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864734,FALSE, , , ,GCF_900180695,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864844,FALSE, , , ,GCF_900180705,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864839,FALSE, , , ,GCF_900180715,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864930,FALSE, , , ,GCF_900180725,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864747,FALSE, , , ,GCF_900180735,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864934,FALSE, , , ,GCF_900180745,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864940,FALSE, , , ,GCF_900180755,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864848,FALSE, , , ,GCF_900180765,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864830,FALSE, , , ,GCF_900180775,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864838,FALSE, , , ,GCF_900180785,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864738,FALSE, , , ,GCF_900180795,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864931,FALSE, , , ,GCF_900180805,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864831,FALSE, , , ,GCF_900180815,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864744,FALSE, , , ,GCF_900180825,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864746,FALSE, , , ,GCF_900180835,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864834,FALSE, , , ,GCF_900180845,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864932,FALSE, , , ,GCF_900180855,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864935,FALSE, , , ,GCF_900180865,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864937,FALSE, , , ,GCF_900180875,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864938,FALSE, , , ,GCF_900180885,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864926,FALSE, , , ,GCF_900180895,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864849,FALSE, , , ,GCF_900180905,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864928,FALSE, , , ,GCF_900180915,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864847,FALSE, , , ,GCF_900180925,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864942,FALSE, , , ,GCF_900180935,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864739,FALSE, , , ,GCF_900180945,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864927,FALSE, , , ,GCF_900180955,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864752,FALSE, , , ,GCF_900180965,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864736,FALSE, , , ,GCF_900180975,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864853,FALSE, , , ,GCF_900180985,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864754,FALSE, , , ,GCF_900180995,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864943,FALSE, , , ,GCF_900181005,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864755,FALSE, , , ,GCF_900181015,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864756,FALSE, , , ,GCF_900181025,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864854,FALSE, , , ,GCF_900181035,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864945,FALSE, , , ,GCF_900181045,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864944,FALSE, , , ,GCF_900181055,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864946,FALSE, , , ,GCF_900181065,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864757,FALSE, , , ,GCF_900181075,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864856,FALSE, , , ,GCF_900181085,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864857,FALSE, , , ,GCF_900181095,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864758,FALSE, , , ,GCF_900181105,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864855,FALSE, , , ,GCF_900181115,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864948,FALSE, , , ,GCF_900181125,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864949,FALSE, , , ,GCF_900181135,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864947,FALSE, , , ,GCF_900181145,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864762,FALSE, , , ,GCF_900181155,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864859,FALSE, , , ,GCF_900181165,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864759,FALSE, , , ,GCF_900181175,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864764,FALSE, , , ,GCF_900181185,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864761,FALSE, , , ,GCF_900181195,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864760,FALSE, , , ,GCF_900181205,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864763,FALSE, , , ,GCF_900181215,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864767,FALSE, , , ,GCF_900181225,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864858,FALSE, , , ,GCF_900181235,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864765,FALSE, , , ,GCF_900181245,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864862,FALSE, , , ,GCF_900181255,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864768,TRUE, , , ,GCF_900181265,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864865,FALSE, , , ,GCF_900181275,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864766,FALSE, , , ,GCF_900181285,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864866,FALSE, , , ,GCF_900181295,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864867,FALSE, , , ,GCF_900181305,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864864,FALSE, , , ,GCF_900181315,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864776,FALSE, , , ,GCF_900181325,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864775,FALSE, , , ,GCF_900181335,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864872,FALSE, , , ,GCF_900181345,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864772,FALSE, , , ,GCF_900181355,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864869,FALSE, , , ,GCF_900181365,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864770,FALSE, , , ,GCF_900181375,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864777,FALSE, , , ,GCF_900181385,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864771,FALSE, , , ,GCF_900181395,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864778,FALSE, , , ,GCF_900181405,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864873,FALSE, , , ,GCF_900181415,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864774,FALSE, , , ,GCF_900181425,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864779,FALSE, , , ,GCF_900181435,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864870,FALSE, , , ,GCF_900181445,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864874,FALSE, , , ,GCF_900181455,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864875,FALSE, , , ,GCF_900181465,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864780,FALSE, , , ,GCF_900181475,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864781,FALSE, , , ,GCF_900181485,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864877,FALSE, , , ,GCF_900181495,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864782,FALSE, , , ,GCF_900181505,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864783,FALSE, , , ,GCF_900181515,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864878,FALSE, , , ,GCF_900181525,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864785,FALSE, , , ,GCF_900181535,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864881,FALSE, , , ,GCF_900181545,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864784,FALSE, , , ,GCF_900181555,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864882,FALSE, , , ,GCF_900181565,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864883,FALSE, , , ,GCF_900181575,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864884,FALSE, , , ,GCF_900181585,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864789,FALSE, , , ,GCF_900181595,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864786,FALSE, , , ,GCF_900181605,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864788,FALSE, , , ,GCF_900181615,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864790,FALSE, , , ,GCF_900181625,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864791,FALSE, , , ,GCF_900181635,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864885,FALSE, , , ,GCF_900181645,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864886,FALSE, , , ,GCF_900181655,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864787,FALSE, , , ,GCF_900181665,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864888,FALSE, , , ,GCF_900181675,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864793,FALSE, , , ,GCF_900181685,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864890,FALSE, , , ,GCF_900181695,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864792,FALSE, , , ,GCF_900181705,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864891,FALSE, , , ,GCF_900181715,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864795,FALSE, , , ,GCF_900181725,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864889,FALSE, , , ,GCF_900181735,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864794,FALSE, , , ,GCF_900181745,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864887,FALSE, , , ,GCF_900181755,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864892,FALSE, , , ,GCF_900181765,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864799,FALSE, , , ,GCF_900181775,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864894,FALSE, , , ,GCF_900181785,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864897,FALSE, , , ,GCF_900181795,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864895,FALSE, , , ,GCF_900181805,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864796,FALSE, , , ,GCF_900181815,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864797,FALSE, , , ,GCF_900181825,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864893,FALSE, , , ,GCF_900181835,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864898,FALSE, , , ,GCF_900181845,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864798,FALSE, , , ,GCF_900181855,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864896,FALSE, , , ,GCF_900181865,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864801,FALSE, , , ,GCF_900181875,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864899,FALSE, , , ,GCF_900181885,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864800,FALSE, , , ,GCF_900181895,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864900,FALSE, , , ,GCF_900181905,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864903,FALSE, , , ,GCF_900181915,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864902,FALSE, , , ,GCF_900181925,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864901,TRUE, , , ,GCF_900181935,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864904,FALSE, , , ,GCF_900181945,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864905,FALSE, , , ,GCF_900181955,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864906,FALSE, , , ,GCF_900181965,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864907,FALSE, , , ,GCF_900181975,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864809,FALSE, , , ,GCF_900181985,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864909,FALSE, , , ,GCF_900181995,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864911,FALSE, , , ,GCF_900182005,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864910,FALSE, , , ,GCF_900182015,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864814,FALSE, , , ,GCF_900182025,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864913,FALSE, , , ,GCF_900182035,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864813,FALSE, , , ,GCF_900182045,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864815,FALSE, , , ,GCF_900182055,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864816,FALSE, , , ,GCF_900182065,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864817,FALSE, , , ,GCF_900182075,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864914,FALSE, , , ,GCF_900182085,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864819,FALSE, , , ,GCF_900182095,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864820,FALSE, , , ,GCF_900182105,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864821,FALSE, , , ,GCF_900182115,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864916,FALSE, , , ,GCF_900182125,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864917,FALSE, , , ,GCF_900182135,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864922,FALSE, , , ,GCF_900182145,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864822,FALSE, , , ,GCF_900182155,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864825,FALSE, , , ,GCF_900182165,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864918,FALSE, , , ,GCF_900182175,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864921,FALSE, , , ,GCF_900182185,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864923,FALSE, , , ,GCF_900182195,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864920,FALSE, , , ,GCF_900182205,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864828,FALSE, , , ,GCF_900182215,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864827,FALSE, , , ,GCF_900182225,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864924,FALSE, , , ,GCF_900182235,,
Klebsiella_pneumoniae-subsp-pneumoniae_3189STDY5864876,FALSE, , , ,GCF_900182505,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_3189STDY5864908,FALSE, , , ,GCF_900182515,,
Raoultella_ornithinolytica_3380STDY6027361,FALSE, , , ,GCF_900184005,,
Klebsiella_grimontii_06D021(T),TRUE, , , ,GCF_900200035,,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_MB373-STPN76,FALSE, , , ,LYSU01,,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ006,TRUE, , , ,,SKP000009,
Klebsiella_variicola_AJ026,FALSE, , , ,,SKP000016,
Klebsiella_variicola_AJ027,TRUE, , , ,,SKP000017,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ031,TRUE, , , ,,SKP000019,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ033,TRUE, , , ,,SKP000020,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ034,TRUE, , , ,,SKP000021,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ048,FALSE, , , ,,SKP000025,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ049,FALSE, , , ,,SKP000026,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ054,TRUE, , , ,,SKP000028,
Klebsiella_quasipneumoniae-subsp-similipneumoniae_AJ055,TRUE, , , ,,SKP000029,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ056,TRUE, , , ,,SKP000030,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ064,FALSE, , , ,,SKP000033,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ082,TRUE, , , ,,SKP000038,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ083,FALSE, , , ,,SKP000039,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ094,FALSE, , , ,,SKP000042,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ097,TRUE, , , ,,SKP000043,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ099,FALSE, , , ,,SKP000044,
Klebsiella_variicola_AJ135,TRUE, , , ,,SKP000053,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ146,TRUE, , , ,,SKP000055,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ148,FALSE, , , ,,SKP000057,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ155,FALSE, , , ,,SKP000061,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ156,TRUE, , , ,,SKP000062,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ158,TRUE, , , ,,SKP000063,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ170,FALSE, , , ,,SKP000068,
Klebsiella_variicola_AJ182,FALSE, , , ,,SKP000071,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ188,TRUE, , , ,,SKP000072,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ196,TRUE, , , ,,SKP000073,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ205,FALSE, , , ,,SKP000075,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ210,TRUE, , , ,,SKP000077,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ211,FALSE, , , ,,SKP000078,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ214,TRUE, , , ,,SKP000081,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ218,TRUE, , , ,,SKP000083,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ229,TRUE, , , ,,SKP000085,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ256,FALSE, , , ,,SKP000088,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ278,TRUE, , , ,,SKP000094,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ281,TRUE, , , ,,SKP000095,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ289,FALSE, , , ,,SKP000097,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ290,FALSE, , , ,,SKP000098,
Klebsiella_variicola_AJ292,TRUE, , , ,,SKP000099,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ299,TRUE, , , ,,SKP000101,
Klebsiella_pneumoniae-subsp-pneumoniae_AJ303,TRUE, , , ,,SKP000102,
Klebsiella_pneumoniae-subsp-pneumoniae_08-049B,FALSE, , , ,,SKP000110,
Klebsiella_pneumoniae-subsp-pneumoniae_71M,TRUE, , , ,,SKP000112,
Klebsiella_pneumoniae-subsp-pneumoniae_08-0345m,FALSE, , , ,,SKP000121,
Klebsiella_pneumoniae-subsp-pneumoniae_24m,FALSE, , , ,,SKP000122,
Klebsiella_pneumoniae-subsp-pneumoniae_08-0116m,TRUE, , , ,,SKP000129,
Klebsiella_pneumoniae-subsp-pneumoniae_71B,FALSE, , , ,,SKP000136,
Klebsiella_pneumoniae-subsp-pneumoniae_09-286G,TRUE, , , ,,SKP000139,
Klebsiella_variicola_08-109P,TRUE, , , ,,SKP000140,
Klebsiella_pneumoniae-subsp-pneumoniae_59M,FALSE, , , ,,SKP000176,
Klebsiella_pneumoniae-subsp-pneumoniae_07-0003m,FALSE, , , ,,SKP000209,
Klebsiella_pneumoniae-subsp-pneumoniae_09-0079m,FALSE, , , ,,SKP000224,
Klebsiella_pneumoniae-subsp-pneumoniae_07-2034m,FALSE, , , ,,SKP000245,
Klebsiella_pneumoniae-subsp-pneumoniae_08-475T,FALSE, , , ,,SKP000252,
Klebsiella_pneumoniae-subsp-pneumoniae_08-058D,FALSE, , , ,,SKP000256,
