replicate	number_of_strains	number_of_orthologous_cluster	sd
pneumonia_group_Core	287	333.44	231.97100336
pneumonia_group_Pan	287	43364.47	519.693841699
pneumonia_group_Core	288	332.98	231.441957302
pneumonia_group_Pan	288	43417.58	518.445294703
pneumonia_group_Core	289	331.79	230.23432824
pneumonia_group_Pan	289	43472.64	519.133769273
pneumonia_group_Core	290	320.51	223.299417599
pneumonia_group_Pan	290	43534.53	509.046470472
pneumonia_group_Core	291	320.0	223.116920022
pneumonia_group_Pan	291	43592.97	503.248854047
pneumonia_group_Core	292	319.4	223.039144546
pneumonia_group_Pan	292	43642.15	499.574526472
pneumonia_group_Core	293	318.91	222.969733148
pneumonia_group_Pan	293	43695.26	500.401351317
pneumonia_group_Core	294	318.31	222.447013691
pneumonia_group_Pan	294	43745.43	500.958506366
pneumonia_group_Core	295	317.7	222.098964428
pneumonia_group_Pan	295	43802.03	489.533624075
pneumonia_group_Core	296	312.7	220.010022499
pneumonia_group_Pan	296	43859.78	478.686443928
pneumonia_group_Core	297	312.32	219.904291909
pneumonia_group_Pan	297	43900.89	474.465317911
pneumonia_group_Core	298	311.8	219.811237201
pneumonia_group_Pan	298	43954.57	476.503772388
pneumonia_group_Core	299	311.3	219.588729219
pneumonia_group_Pan	299	44010.24	473.821129119
pneumonia_group_Core	300	310.88	219.552739905
pneumonia_group_Pan	300	44064.21	476.016896654
pneumonia_group_Core	301	310.48	219.116246773
pneumonia_group_Pan	301	44120.56	467.283111614
pneumonia_group_Core	302	305.67	217.060040311
pneumonia_group_Pan	302	44171.73	468.879064472
pneumonia_group_Core	303	299.9	212.783998459
pneumonia_group_Pan	303	44228.4	464.677458029
pneumonia_group_Core	304	294.35	209.112953927
pneumonia_group_Pan	304	44282.62	466.476168309
pneumonia_group_Core	305	289.08	205.809896749
pneumonia_group_Pan	305	44339.86	460.497709441
pneumonia_group_Core	306	288.17	204.979026
pneumonia_group_Pan	306	44394.94	450.321991912
pneumonia_group_Core	307	287.39	204.473807369
pneumonia_group_Pan	307	44446.24	442.825679472
pneumonia_group_Core	308	286.79	204.537883777
pneumonia_group_Pan	308	44508.1	445.646171306
pneumonia_group_Core	309	286.17	204.61446943
pneumonia_group_Pan	309	44556.43	439.074623612
pneumonia_group_Core	310	285.74	204.468560909
pneumonia_group_Pan	310	44604.92	437.408840331
pneumonia_group_Core	311	285.08	203.829668106
pneumonia_group_Pan	311	44658.2	433.707920149
pneumonia_group_Core	312	279.54	200.140571599
pneumonia_group_Pan	312	44710.67	426.535931781
pneumonia_group_Core	313	278.84	199.619874762
pneumonia_group_Pan	313	44760.04	419.085072986
pneumonia_group_Core	314	278.16	198.990588722
pneumonia_group_Pan	314	44820.74	416.175338529
pneumonia_group_Core	315	277.87	198.969678846
pneumonia_group_Pan	315	44867.25	415.898410071
pneumonia_group_Core	316	277.46	198.879733507
pneumonia_group_Pan	316	44922.21	408.699579031
pneumonia_group_Core	317	276.82	198.221107857
pneumonia_group_Pan	317	44974.05	397.571487282
pneumonia_group_Core	318	275.8	197.716059034
pneumonia_group_Pan	318	45033.32	392.80269551
pneumonia_group_Core	319	275.37	197.612886979
pneumonia_group_Pan	319	45079.64	391.291464768
pneumonia_group_Core	320	269.89	193.463686257
pneumonia_group_Pan	320	45129.66	391.615531357
pneumonia_group_Core	321	269.28	192.830447803
pneumonia_group_Pan	321	45175.79	388.90989432
pneumonia_group_Core	322	268.63	192.461458739
pneumonia_group_Pan	322	45226.75	380.699366298
pneumonia_group_Core	323	268.04	191.738463538
pneumonia_group_Pan	323	45277.9	378.195121597
pneumonia_group_Core	324	267.68	191.44993497
pneumonia_group_Pan	324	45331.95	378.904773657
pneumonia_group_Core	325	267.09	190.823326404
pneumonia_group_Pan	325	45384.41	379.939655603
pneumonia_group_Core	326	266.78	190.806686466
pneumonia_group_Pan	326	45430.28	374.572131371
pneumonia_group_Core	327	266.11	190.398051198
pneumonia_group_Pan	327	45480.2	372.854985215
pneumonia_group_Core	328	265.67	190.124435831
pneumonia_group_Pan	328	45526.66	376.139261976
pneumonia_group_Core	329	260.47	186.205663448
pneumonia_group_Pan	329	45572.65	379.722882508
pneumonia_group_Core	330	260.15	185.727024151
pneumonia_group_Pan	330	45616.75	381.452890276
pneumonia_group_Core	331	259.63	185.319866987
pneumonia_group_Pan	331	45669.9	384.846345962
pneumonia_group_Core	332	259.19	185.232971957
pneumonia_group_Pan	332	45721.65	385.257741648
pneumonia_group_Core	333	253.94	181.645634134
pneumonia_group_Pan	333	45775.38	375.368666247
pneumonia_group_Core	334	248.24	175.703393251
pneumonia_group_Pan	334	45825.75	370.561179159
pneumonia_group_Core	335	247.69	175.537044239
pneumonia_group_Pan	335	45878.77	373.127427429
pneumonia_group_Core	336	247.02	174.915178301
pneumonia_group_Pan	336	45918.91	371.931394077
pneumonia_group_Core	337	246.56	175.05857991
pneumonia_group_Pan	337	45955.95	367.622588397
pneumonia_group_Core	338	241.13	169.631462589
pneumonia_group_Pan	338	46005.38	363.140545244
pneumonia_group_Core	339	240.19	169.309343806
pneumonia_group_Pan	339	46049.37	353.069076952
pneumonia_group_Core	340	239.53	168.171665568
pneumonia_group_Pan	340	46102.72	347.110157731
pneumonia_group_Core	341	239.07	168.189432189
pneumonia_group_Pan	341	46151.84	339.624755281
pneumonia_group_Core	342	238.73	168.140706255
pneumonia_group_Pan	342	46199.81	343.870809898
pneumonia_group_Core	343	237.95	167.650730687
pneumonia_group_Pan	343	46249.71	333.458791907
pneumonia_group_Core	344	237.38	166.859328777
pneumonia_group_Pan	344	46297.98	329.022673383
pneumonia_group_Core	345	232.23	162.463340788
pneumonia_group_Pan	345	46352.01	323.630236381
pneumonia_group_Core	346	227.45	157.78335622
pneumonia_group_Pan	346	46403.5	317.213697687
pneumonia_group_Core	347	226.97	157.001557636
pneumonia_group_Pan	347	46444.36	313.679438918
pneumonia_group_Core	348	221.8	151.239743454
pneumonia_group_Pan	348	46495.86	306.103577895
pneumonia_group_Core	349	221.56	151.198367716
pneumonia_group_Pan	349	46539.21	305.365233614
pneumonia_group_Core	350	221.08	151.313957056
pneumonia_group_Pan	350	46588.37	306.322335294
pneumonia_group_Core	351	215.77	144.49428051
pneumonia_group_Pan	351	46637.55	300.049541743
pneumonia_group_Core	352	215.54	144.384030973
pneumonia_group_Pan	352	46685.51	300.631418684
pneumonia_group_Core	353	215.21	144.169989596
pneumonia_group_Pan	353	46731.95	300.317910721
pneumonia_group_Core	354	214.88	143.875451693
pneumonia_group_Pan	354	46774.27	302.371157851
pneumonia_group_Core	355	214.43	143.283373425
pneumonia_group_Pan	355	46826.87	297.7724183
pneumonia_group_Core	356	213.98	142.909550416
pneumonia_group_Pan	356	46874.76	300.681895697
pneumonia_group_Core	357	208.61	135.123047257
pneumonia_group_Pan	357	46922.92	306.838122794
pneumonia_group_Core	358	208.14	135.023036553
pneumonia_group_Pan	358	46968.03	303.092377172
pneumonia_group_Core	359	207.8	135.028663624
pneumonia_group_Pan	359	47022.98	301.031725238
pneumonia_group_Core	360	202.73	128.524072064
pneumonia_group_Pan	360	47074.64	293.813019453
pneumonia_group_Core	361	202.31	128.312251558
pneumonia_group_Pan	361	47127.68	298.101354576
pneumonia_group_Core	362	201.85	127.871840137
pneumonia_group_Pan	362	47170.59	290.949827118
pneumonia_group_Core	363	201.45	127.56953986
pneumonia_group_Pan	363	47215.13	291.876674471
pneumonia_group_Core	364	200.97	126.918828784
pneumonia_group_Pan	364	47264.48	290.208562244
pneumonia_group_Core	365	200.79	126.857344683
pneumonia_group_Pan	365	47311.56	282.987572872
pneumonia_group_Core	366	195.78	119.838022347
pneumonia_group_Pan	366	47352.24	282.157832427
pneumonia_group_Core	367	195.34	119.709500041
pneumonia_group_Pan	367	47405.94	289.884695008
pneumonia_group_Core	368	195.08	119.541346822
pneumonia_group_Pan	368	47454.42	283.402229349
pneumonia_group_Core	369	194.45	118.691985829
pneumonia_group_Pan	369	47503.34	280.38617013
pneumonia_group_Core	370	194.1	118.79659086
pneumonia_group_Pan	370	47544.94	275.777041104
pneumonia_group_Core	371	193.68	118.741136932
pneumonia_group_Pan	371	47595.55	274.713464359
pneumonia_group_Core	372	193.33	118.68631387
pneumonia_group_Pan	372	47643.03	269.408220179
pneumonia_group_Core	373	188.45	111.350561292
pneumonia_group_Pan	373	47687.54	256.393854061
pneumonia_group_Core	374	188.15	111.431178312
pneumonia_group_Pan	374	47739.23	250.725980106
pneumonia_group_Core	375	187.8	111.443618032
pneumonia_group_Pan	375	47788.25	244.174092606
pneumonia_group_Core	376	178.54	94.1691478139
pneumonia_group_Pan	376	47842.56	227.666744168
pneumonia_group_Core	377	173.94	82.8353571852
pneumonia_group_Pan	377	47887.41	219.014341768
pneumonia_group_Core	378	173.73	82.8779651053
pneumonia_group_Pan	378	47935.09	219.181071035
pneumonia_group_Core	379	168.85	70.8356372174
pneumonia_group_Pan	379	47989.08	207.353161538
pneumonia_group_Core	380	168.39	70.7746981625
pneumonia_group_Pan	380	48034.29	209.443801293
pneumonia_group_Core	381	168.03	70.7537214569
pneumonia_group_Pan	381	48075.29	203.169106657
pneumonia_group_Core	382	167.82	70.3247296475
pneumonia_group_Pan	382	48118.22	199.358199229
pneumonia_group_Core	383	167.59	70.3609401586
pneumonia_group_Pan	383	48159.54	201.185755957
pneumonia_group_Core	384	167.3	70.4101555175
pneumonia_group_Pan	384	48201.34	197.867087713
pneumonia_group_Core	385	166.84	70.4885409127
pneumonia_group_Pan	385	48250.69	197.747247516
pneumonia_group_Core	386	166.63	70.2929093152
pneumonia_group_Pan	386	48300.13	194.621512429
pneumonia_group_Core	387	162.22	56.5935650052
pneumonia_group_Pan	387	48344.88	191.591507119
pneumonia_group_Core	388	161.91	56.5491105147
pneumonia_group_Pan	388	48390.07	187.425625516
pneumonia_group_Core	389	161.47	56.6009637727
pneumonia_group_Pan	389	48436.84	181.484804874
pneumonia_group_Core	390	161.15	56.6302701742
pneumonia_group_Pan	390	48475.67	180.02777869
pneumonia_group_Core	391	160.79	56.6727968253
pneumonia_group_Pan	391	48520.02	173.370180827
pneumonia_group_Core	392	152.39	3.8778731284
pneumonia_group_Pan	392	48567.01	168.804531633
pneumonia_group_Core	393	152.04	3.80242028187
pneumonia_group_Pan	393	48612.92	171.465954638
pneumonia_group_Core	394	151.76	3.60310976796
pneumonia_group_Pan	394	48658.25	169.890810523
pneumonia_group_Core	395	151.43	3.40956008893
pneumonia_group_Pan	395	48705.57	169.725322507
pneumonia_group_Core	396	151.18	3.235367058
pneumonia_group_Pan	396	48744.07	167.578951841
pneumonia_group_Core	397	150.89	3.11093233613
pneumonia_group_Pan	397	48789.69	164.835657247
pneumonia_group_Core	398	150.53	2.83709358323
pneumonia_group_Pan	398	48840.14	155.110349107
pneumonia_group_Core	399	150.33	2.69092920754
pneumonia_group_Pan	399	48879.43	153.155884967
pneumonia_group_Core	400	150.15	2.68095132369
pneumonia_group_Pan	400	48923.31	139.486178168
pneumonia_group_Core	401	150.04	2.63028515564
pneumonia_group_Pan	401	48971.98	129.304986756
pneumonia_group_Core	402	149.56	2.27297162323
pneumonia_group_Pan	402	49016.2	126.064507297
pneumonia_group_Core	403	149.31	2.08660010543
pneumonia_group_Pan	403	49061.2	116.380754423
pneumonia_group_Core	404	149.13	1.98824042812
pneumonia_group_Pan	404	49103.09	106.52859663
pneumonia_group_Core	405	148.95	1.8674849397
pneumonia_group_Pan	405	49147.23	95.6582306966
pneumonia_group_Core	406	148.65	1.5321553446
pneumonia_group_Pan	406	49184.86	89.894273455
pneumonia_group_Core	407	148.5	1.17898261226
pneumonia_group_Pan	407	49234.32	78.6902636925
pneumonia_group_Core	408	148.33	0.970103087306
pneumonia_group_Pan	408	49277.46	61.6550760279
pneumonia_group_Core	409	148.14	0.548087584242
pneumonia_group_Pan	409	49315.6	47.5562824451
pneumonia_group_Core	410	148.0	0.0
pneumonia_group_Pan	410	49363.0	0.0
