replicate	number_of_strains	number_of_orthologous_cluster	sd
all_Pan	384	58924.69	514.691668769
all_Core	385	247.61	164.868062098
all_Pan	385	58979.5	501.681721812
all_Core	386	247.29	164.644604831
all_Pan	386	59038.39	500.747239533
all_Core	387	246.88	164.39831386
all_Pan	387	59100.4	495.832108682
all_Core	388	246.39	164.267275804
all_Pan	388	59153.09	494.054270197
all_Core	389	242.9	163.249777948
all_Pan	389	59210.23	491.702956164
all_Core	390	242.34	162.592879303
all_Pan	390	59262.69	487.878954147
all_Core	391	241.94	162.382931369
all_Pan	391	59313.05	484.467880772
all_Core	392	241.66	162.359552845
all_Pan	392	59358.89	484.707847987
all_Core	393	237.3	159.660358261
all_Pan	393	59416.51	481.511941596
all_Core	394	236.97	159.353283932
all_Pan	394	59468.9	479.107493158
all_Core	395	236.6	159.183793145
all_Pan	395	59523.95	471.570405666
all_Core	396	236.21	159.034480224
all_Pan	396	59579.68	480.49746888
all_Core	397	235.7	158.613902291
all_Pan	397	59637.55	472.522832782
all_Core	398	231.91	156.39303661
all_Pan	398	59690.19	478.629641686
all_Core	399	231.54	156.201371313
all_Pan	399	59748.02	473.719220214
all_Core	400	227.96	154.454065664
all_Pan	400	59811.44	476.286895054
all_Core	401	227.68	154.407764053
all_Pan	401	59872.94	482.993060406
all_Core	402	223.54	152.133127227
all_Pan	402	59929.82	471.731287493
all_Core	403	223.05	151.903875856
all_Pan	403	59987.07	476.415160443
all_Core	404	222.57	151.649481041
all_Pan	404	60042.2	471.77305985
all_Core	405	221.88	151.384826188
all_Pan	405	60100.86	480.861394167
all_Core	406	221.47	151.241360414
all_Pan	406	60149.8	483.334625286
all_Core	407	217.95	149.455837959
all_Pan	407	60210.47	472.619349054
all_Core	408	217.61	149.09090482
all_Pan	408	60269.22	477.200724643
all_Core	409	217.38	149.166938696
all_Pan	409	60319.48	474.332825767
all_Core	410	217.07	148.971558024
all_Pan	410	60375.49	473.094800119
all_Core	411	212.66	144.727275937
all_Pan	411	60429.82	468.623737768
all_Core	412	212.31	144.454677667
all_Pan	412	60476.77	468.750612906
all_Core	413	211.99	144.139550089
all_Pan	413	60524.24	464.73945647
all_Core	414	211.42	143.498723339
all_Pan	414	60577.95	454.800711851
all_Core	415	211.29	143.442064611
all_Pan	415	60629.54	449.434720955
all_Core	416	210.87	143.02354037
all_Pan	416	60681.1	446.511108484
all_Core	417	210.71	143.002118516
all_Pan	417	60722.58	440.615051491
all_Core	418	210.42	142.992040338
all_Pan	418	60784.67	441.898111673
all_Core	419	209.92	142.425326399
all_Pan	419	60843.89	427.288518334
all_Core	420	209.41	142.088077966
all_Pan	420	60898.43	425.795191495
all_Core	421	208.9	141.196565114
all_Pan	421	60948.97	425.084308226
all_Core	422	205.53	139.187603974
all_Pan	422	60999.86	424.706840538
all_Core	423	202.07	136.78993055
all_Pan	423	61051.68	416.825668116
all_Core	424	201.93	136.812883531
all_Pan	424	61109.81	417.8015724
all_Core	425	198.33	134.404840315
all_Pan	425	61164.29	412.42364857
all_Core	426	197.99	133.865865328
all_Pan	426	61211.4	414.627181936
all_Core	427	197.58	133.666763258
all_Pan	427	61264.44	407.671002648
all_Core	428	197.34	133.459898097
all_Pan	428	61315.86	404.034256468
all_Core	429	193.89	130.898655073
all_Pan	429	61359.62	399.632876025
all_Core	430	193.53	130.333376769
all_Pan	430	61406.58	397.21040218
all_Core	431	193.16	130.144052496
all_Pan	431	61457.35	391.383018921
all_Core	432	189.21	126.043507965
all_Pan	432	61512.97	393.097887428
all_Core	433	188.99	126.099365185
all_Pan	433	61559.89	391.357302091
all_Core	434	185.55	123.068954249
all_Pan	434	61619.61	388.64325274
all_Core	435	185.25	122.817374585
all_Pan	435	61676.9	386.038508442
all_Core	436	184.9	122.378878897
all_Pan	436	61725.24	374.598561663
all_Core	437	184.62	122.43135056
all_Pan	437	61786.7	364.628399881
all_Core	438	184.37	122.373580073
all_Pan	438	61837.87	360.745939825
all_Core	439	184.15	122.188082479
all_Pan	439	61894.41	370.55893175
all_Core	440	183.97	122.212147923
all_Pan	440	61940.23	378.221730074
all_Core	441	183.63	121.695822032
all_Pan	441	61994.56	374.203081762
all_Core	442	182.96	120.832935907
all_Pan	442	62045.06	365.544821328
all_Core	443	176.16	114.196823073
all_Pan	443	62099.31	374.625324691
all_Core	444	175.93	114.274253881
all_Pan	444	62146.47	369.550360709
all_Core	445	175.68	114.172227796
all_Pan	445	62204.97	372.285225466
all_Core	446	175.48	114.071949225
all_Pan	446	62245.96	371.685214126
all_Core	447	175.07	114.213243978
all_Pan	447	62303.72	370.748380442
all_Core	448	171.61	110.882541006
all_Pan	448	62357.3	372.962719317
all_Core	449	171.44	110.852272868
all_Pan	449	62409.89	373.079291706
all_Core	450	171.17	110.709083187
all_Pan	450	62459.35	358.934405567
all_Core	451	170.66	109.956011204
all_Pan	451	62517.89	356.354174804
all_Core	452	163.49	100.178989314
all_Pan	452	62564.11	354.025984781
all_Core	453	163.31	100.212842989
all_Pan	453	62617.74	362.366875418
all_Core	454	163.1	100.199451096
all_Pan	454	62665.19	364.219101503
all_Core	455	162.93	99.7838919866
all_Pan	455	62714.01	358.294752822
all_Core	456	162.64	99.7569566496
all_Pan	456	62760.97	354.813992255
all_Core	457	162.5	99.8042584262
all_Pan	457	62808.69	345.600743489
all_Core	458	162.3	99.7383075854
all_Pan	458	62851.99	341.860307582
all_Core	459	161.95	99.6780191416
all_Pan	459	62901.05	345.445983476
all_Core	460	161.67	99.5785172615
all_Pan	460	62959.47	340.696681962
all_Core	461	161.32	99.5830186327
all_Pan	461	63009.58	338.692993137
all_Core	462	158.13	96.0832612894
all_Pan	462	63059.63	336.530939291
all_Core	463	157.87	96.0543236924
all_Pan	463	63101.34	337.277518373
all_Core	464	157.71	95.7491822419
all_Pan	464	63144.02	332.277865047
all_Core	465	157.34	95.6193725142
all_Pan	465	63199.9	335.742862917
all_Core	466	157.17	95.5045606241
all_Pan	466	63245.56	333.814209404
all_Core	467	153.43	90.1415836337
all_Pan	467	63296.38	335.062584602
all_Core	468	153.16	90.1859989134
all_Pan	468	63346.76	328.233639958
all_Core	469	152.87	90.032067065
all_Pan	469	63398.14	328.51313581
all_Core	470	152.63	90.1006831273
all_Pan	470	63454.3	322.935550846
all_Core	471	152.2	90.0264405605
all_Pan	471	63500.5	330.051677772
all_Core	472	151.65	89.2268317268
all_Pan	472	63554.04	335.200564439
all_Core	473	151.49	89.1458910999
all_Pan	473	63601.31	331.199960598
all_Core	474	151.1	88.6798173205
all_Pan	474	63642.09	328.64497851
all_Core	475	150.85	88.2925110074
all_Pan	475	63686.49	329.637239856
all_Core	476	150.72	88.221094983
all_Pan	476	63737.11	328.978597936
all_Core	477	150.43	87.7475076569
all_Pan	477	63785.21	329.153590137
all_Core	478	150.28	87.7605925231
all_Pan	478	63834.91	325.489787705
all_Core	479	150.19	87.7469879825
all_Pan	479	63883.63	317.128259699
all_Core	480	149.86	87.2366918217
all_Pan	480	63936.05	311.160806497
all_Core	481	149.37	86.762048731
all_Pan	481	63984.07	307.897393786
all_Core	482	148.81	85.1448994362
all_Pan	482	64038.87	309.315006264
all_Core	483	148.68	84.9398469507
all_Pan	483	64080.44	307.333184671
all_Core	484	148.47	84.9882880166
all_Pan	484	64126.36	309.132545035
all_Core	485	148.29	85.004740456
all_Pan	485	64174.72	305.006166495
all_Core	486	148.09	85.0312995314
all_Pan	486	64218.17	294.35913626
all_Core	487	147.78	84.9229745122
all_Pan	487	64264.3	285.285733958
all_Core	488	144.68	80.2296553651
all_Pan	488	64311.69	277.258676871
all_Core	489	144.49	80.2303552279
all_Pan	489	64356.91	281.843612487
all_Core	490	144.22	79.7529410116
all_Pan	490	64402.81	279.061344331
all_Core	491	144.02	79.7944835186
all_Pan	491	64451.04	275.315743102
all_Core	492	140.37	72.934443852
all_Pan	492	64501.77	270.496390179
all_Core	493	140.18	72.9849820169
all_Pan	493	64548.98	267.080399131
all_Core	494	139.94	72.9522885179
all_Pan	494	64591.83	262.993538134
all_Core	495	139.62	73.0159955078
all_Pan	495	64634.21	257.187025139
all_Core	496	139.3	72.3248919806
all_Pan	496	64681.89	250.533306967
all_Core	497	139.03	72.2777220172
all_Pan	497	64728.82	245.555589633
all_Core	498	138.99	72.2868584184
all_Pan	498	64765.47	241.680013861
all_Core	499	138.7	72.3482549893
all_Pan	499	64810.65	240.201056409
all_Core	500	138.03	71.1140569789
all_Pan	500	64860.66	237.613687316
all_Core	501	137.99	71.1227804575
all_Pan	501	64899.65	237.303028847
all_Core	502	137.83	71.1577198904
all_Pan	502	64944.0	237.946212409
all_Core	503	137.5	71.2221173513
all_Pan	503	64984.96	237.665728282
all_Core	504	137.2	71.2993688612
all_Pan	504	65031.81	232.366077343
all_Core	505	136.98	71.3383459298
all_Pan	505	65075.23	227.900586002
all_Core	506	136.86	71.2393177957
all_Pan	506	65121.54	222.796293506
all_Core	507	136.41	70.664290133
all_Pan	507	65168.09	224.90038217
all_Core	508	136.17	70.7191706682
all_Pan	508	65217.07	221.545356756
all_Core	509	133.05	65.2860436847
all_Pan	509	65268.68	215.960824225
all_Core	510	132.91	65.316015647
all_Pan	510	65313.94	215.639830273
all_Core	511	132.51	65.391359521
all_Pan	511	65365.99	219.939104981
all_Core	512	132.39	65.4210814646
all_Pan	512	65408.08	216.64739463
all_Core	513	132.2	65.3649753308
all_Pan	513	65452.68	212.212340829
all_Core	514	132.07	65.3483366276
all_Pan	514	65502.72	204.48286383
all_Core	515	131.85	65.3814002603
all_Pan	515	65551.17	194.466966604
all_Core	516	131.46	64.7701196541
all_Pan	516	65600.27	191.629687418
all_Core	517	130.91	63.5861769569
all_Pan	517	65647.53	187.973532977
all_Core	518	130.78	63.5629734987
all_Pan	518	65694.52	186.810250254
all_Core	519	130.51	63.4751124457
all_Pan	519	65742.53	185.963784377
all_Core	520	130.3	63.5116524742
all_Pan	520	65786.25	182.840716199
all_Core	521	126.99	55.7366118454
all_Pan	521	65834.5	178.398010079
all_Core	522	126.8	55.76540146
all_Pan	522	65878.6	173.990172136
all_Core	523	126.65	55.7918228776
all_Pan	523	65924.98	172.193785021
all_Core	524	126.42	55.5338059204
all_Pan	524	65981.24	161.378692522
all_Core	525	126.18	55.3709996298
all_Pan	525	66025.42	163.638453916
all_Core	526	126.1	55.3343473803
all_Pan	526	66071.59	156.452938291
all_Core	527	123.07	48.2740623938
all_Pan	527	66129.79	143.399950837
all_Core	528	122.89	48.1835853793
all_Pan	528	66172.18	142.665369309
all_Core	529	122.59	48.2263610487
all_Pan	529	66218.79	133.694000987
all_Core	530	122.42	48.1915303762
all_Pan	530	66263.67	126.261954286
all_Core	531	122.19	48.2198496472
all_Pan	531	66304.09	126.752443369
all_Core	532	122.01	47.7756203518
all_Pan	532	66345.46	123.304535196
all_Core	533	118.8	39.2958013024
all_Pan	533	66389.16	113.32111189
all_Core	534	115.78	27.9333420843
all_Pan	534	66432.52	106.536611547
all_Core	535	115.58	27.8277487411
all_Pan	535	66469.78	100.631861754
all_Core	536	115.53	27.8321594563
all_Pan	536	66508.14	96.1640286178
all_Core	537	115.4	27.8391810224
all_Pan	537	66552.89	83.7480620671
all_Core	538	115.16	27.8401580455
all_Pan	538	66596.26	72.4166583046
all_Core	539	115.02	27.8467161439
all_Pan	539	66637.72	68.938679999
all_Core	540	114.95	27.8518850349
all_Pan	540	66679.96	53.1392359749
all_Core	541	112.09	0.5673623181
all_Pan	541	66728.85	27.1493554251
all_Core	542	112.0	0.0
all_Pan	542	66766.0	0.0
